tg_ecotypeid,name,CS_number,country,latitude,longitude,collector,seq_by
6958,Ra_0,CS76582,FRA,46,3.3,Albert Kranz,Salk
6959,Rennes_1,CS77210,FRA,48.5,1.41,Gerhard Röbbelen,Salk
6960,Rennes_11,CS77211,FRA,48.5,1.41,Gerhard Röbbelen,Salk
6961,Se_0,CS76597,ESP,38.3333,3.53333,Albert Kranz,Salk
6963,Sorbo,CS78917,TJK,38.35,68.48,Igor Vizir,Salk
6966,Sq_1,CS77266,UK,51.4083,0.6383,Mick Crawley,Salk
6967,Sq_8,CS76604,UK,51.4083,0.6383,Mick Crawley,Salk
6968,Tamm_2,CS76610,FIN,60,23.5,Outi Savolainen,"Salk,GMI"
6969,Tamm_27,CS77341,FIN,60,23.5,Outi Savolainen,Salk
6970,Ts_1,CS76615,ESP,41.7194,2.93056,Albert Kranz,Salk
6971,Ts_5,CS77388,ESP,41.7194,2.93056,Albert Kranz,Salk
6973,Ull2_3,CS78817,SWE,56.0648,13.9707,Magnus Nordborg,GMI
6974,Ull2_5,CS78818,SWE,56.0648,13.9707,Magnus Nordborg,GMI
6975,Uod_1,CS76621,AUT,48.3,14.45,Marcus Koch,Salk
6976,Uod_7,CS78823,AUT,48.3,14.45,Marcus Koch,Salk
6979,Wei_0,CS76628,SUI,47.25,8.26,Alan Slusarenko,Salk
6981,Ws_2,CS78920,RUS,52.3,30,Kenneth Feldmann,"MPI,Salk"
6982,Wt_5,CS76632,GER,52.3,9.3,Albert Kranz,Salk
6984,Zdr_1,CS76635,CZE,49.3853,16.2544,Jirina Relichov,Salk
6986,Abd_0,CS76429,UK,57.1539,2.2207,R. Mitchelson,Salk
6987,Ak_1,CS76431,GER,48.0683,7.62551,Albert Kranz,Salk
6989,Alst_1,CS76432,UK,54.8,2.4333,Maarten Koornneef,Salk
6990,Amel_1,CS76434,NED,53.448,5.73,Maarten Koornneef,Salk
6992,Ang_0,CS76436,BEL,50.3,5.3,Albert Kranz,Salk
6997,Appt_1,CS76440,NED,51.8333,5.5833,Maarten Koornneef,Salk
7000,Aa_0,CS76428,GER,50.9167,9.57073,Albert Kranz,Salk
7002,Baa_1,CS76442,NED,51.3333,6.1,Maarten Koornneef,Salk
7003,Bs_1,CS78888,SUI,47.5,7.5,Albert Kranz,Salk
7008,Benk_1,CS76447,NED,52,5.675,Maarten Koornneef,Salk
7013,Bd_0,CS76445,GER,52.4584,13.287,Albert Kranz,Salk
7014,Ba_1,CS76441,UK,56.5459,4.79821,Albert Kranz,Salk
7025,Bl_1,CS76450,ITA,44.5041,11.3396,Albert Kranz,Salk
7026,Boot_1,CS76452,UK,54.4,3.2667,Maarten Koornneef,Salk
7028,Bch_1,CS76444,GER,49.5166,9.3166,Albert Kranz,Salk
7031,Bsch_0,CS76457,GER,50.0167,8.6667,Albert Kranz,Salk
7033,Buckhorn_Pass,CS76733,USA,41.3599,122.755,Angus Murphy,"Salk,MPI"
7036,Bu_0,CS78889,GER,50.5,9.5,Albert Kranz,"MPI,Salk"
7058,Bur_0,CS76734,IRL,54.1,6.2,Albert Kranz,Mott
7061,Cal_0,CS76460,UK,53.2699,1.64293,Albert Kranz,Salk
7062,Ca_0,CS76459,GER,50.2981,8.26607,Albert Kranz,Salk
7063,Can_0,CS76740,ESP,29.2144,13.4811,Albert Kranz,Mott
7067,Ct_1,CS76786,ITA,37.3,15,Albert Kranz,Mott
7068,Cerv_1,CS76462,ITA,42,12.1,Maarten Koornneef,Salk
7071,Chat_1,CS76463,FRA,48.0717,1.33867,Maarten Koornneef,Salk
7072,Chi_0,CS76464,RUS,53.7502,34.7361,Albert Kranz,Salk
7077,Co_1,CS76468,POR,40.12,8.25,Albert Kranz,Salk
7081,Co,CS78895,POR,40.2077,8.42639,George Redei,Salk
7092,Com_1,CS76469,FRA,49.416,2.823,Maarten Koornneef,Salk
7094,Da_0,CS76791,GER,49.8724,8.65081,Albert Kranz,Monsanto
7096,Di_G,CS76472,FRA,47.3239,5.04278,Maarten Koornneef,Salk
7102,Do_0,CS76474,GER,50.7224,8.2372,Albert Kranz,Salk
7103,Dra_0,CS76476,CZE,49.4167,16.2667,Albert Kranz,Salk
7106,Dr_0,CS78897,GER,51.051,13.7336,Albert Kranz,"MPI,Salk"
7107,Durh_1,CS76477,UK,54.7761,1.5733,Maarten Koornneef,Salk
7109,Ema_1,CS76480,UK,51.3,0.5,Eric Holub,Salk
7111,Edi_0,CS76831,UK,55.9494,3.16028,Albert Kranz,Mott
7117,El_0,CS76479,GER,51.5105,9.68253,Albert Kranz,Salk
7119,En_2,CS76481,GER,50,8.5,Albert Kranz,Salk
7120,En_D,CS76482,GER,50,8.5,Albert Kranz,Salk
7125,Er_0,CS78898,GER,49.5955,11.0087,Albert Kranz,"MPI,Salk"
7126,Es_0,CS76484,FIN,60.1997,24.5682,Albert Kranz,Salk
7127,Est,CS76485,EST,58.6656,24.9871,Brigitte Damm,Salk
7130,Et_0,CS76486,FRA,44.6447,2.56481,Albert Kranz,Salk
7133,Fr_2,CS76489,GER,50.1102,8.6822,Albert Kranz,Salk
7138,Fi_0,CS76488,GER,50.5,8.0167,Albert Kranz,Salk
7143,Gel_1,CS76492,NED,51.0167,5.86667,Maarten Koornneef,Salk
7147,Gie_0,CS76493,GER,50.584,8.67825,Albert Kranz,Salk
7158,Gr_5,CS76885,AUT,47,15.5,Albert Kranz,Monsanto
7160,Gre_0,CS76497,USA,43.178,85.2532,Albert Kranz,Salk
7161,Gd_1,CS76491,GER,53.5,10.5,Albert Kranz,Salk
7162,Hs_0,CS76515,GER,52.24,9.44,Albert Kranz,Salk
7163,Ha_0,CS76500,GER,52.3721,9.73569,Albert Kranz,Salk
7164,Hau_0,CS76915,DEN,55.675,12.5686,Albert Kranz,Salk
7165,Hn_0,CS76513,GER,51.3472,8.28844,Albert Kranz,Salk
7169,Hh_0,CS76512,GER,54.4175,9.88682,Albert Kranz,Salk
7177,Jm_0,CS76520,CZE,49,15,Albert Kranz,Salk
7181,Je_0,CS76518,GER,50.927,11.587,Albert Kranz,Salk
7183,Kas_1,CS79018,IND,35,77,Shauna Somerville,Salk
7186,Kn_0,CS76969,LTU,54.8969,23.8924,Albert Kranz,Mott
7199,Kl_5,CS76528,GER,50.95,6.9666,Albert Kranz,Salk
7202,Kb_0,CS76524,GER,50.1797,8.50861,Albert Kranz,Salk
7203,Krot_0,CS76534,GER,49.631,11.5722,Thomas Mitchell-Olds,Salk
7207,Kyoto,CS76535,JPN,35.0085,135.752,Hirokazu Tsukaya,Salk
7208,Lan_0,CS76539,UK,55.6739,3.78181,Albert Kranz,Salk
7209,La_0,CS76538,POL,52.7333,15.2333,Albert Kranz,Salk
7213,Ler_0,CS77020,GER,47.984,10.8719,Maarten Koornneef,Mott
7217,Lm_2,CS76545,FRA,48,0.5,Albert Kranz,Salk
7218,Le_0,CS76540,NED,52.1611,4.49015,Albert Kranz,Salk
7223,Li_2:1,CS76541,GER,50.3833,8.0666,Albert Kranz,Salk
7231,Li_7,CS77035,GER,50.3833,8.0666,Albert Kranz,Monsanto
7236,Litva,CS76543,LTU,,,Igor Vizir,Salk
7244,Mnz_0,CS76552,GER,50.001,8.26664,Albert Kranz,Salk
7248,Mv_0,CS76556,USA,41.3923,70.6652,Albert Kranz,Salk
7250,Me_0,CS76549,GER,51.9183,10.1138,Albert Kranz,Salk
7255,Mh_0,CS76550,POL,50.95,20.5,Albert Kranz,Salk
7258,Nw_0,CS76564,GER,50.5,8.5,Albert Kranz,Salk
7268,Np_0,CS76563,GER,52.6969,10.981,Albert Kranz,Salk
7273,No_0,CS77128,GER,51.0581,13.2995,Albert Kranz,Mott
7276,Ob_0,CS76566,GER,50.2,8.5833,Albert Kranz,Salk
7280,Old_1,CS76567,GER,53.1667,8.2,Albert Kranz,Salk
7282,Or_0,CS76568,GER,50.3827,8.01161,Albert Kranz,Salk
7287,Ove_0,CS76569,GER,53.3422,8.42255,Albert Kranz,Salk
7288,Oy_0,CS77156,NOR,60.385543,6.193019,Albert Kranz,Mott
7296,Petergof,CS77170,RUS,59,29,Igor Vizir,Monsanto
7298,Pi_0,CS76572,AUT,47.04,10.51,Albert Kranz,Salk
7305,Pt_0,CS78915,GER,53.476,10.6065,Albert Kranz,Salk
7306,Pog_0,CS76576,CAN,49.2655,123.206,Albert Kranz,Salk
7307,Pn_0,CS77182,FRA,48.0653,2.96591,Albert Kranz,Monsanto
7314,Ragl_1,CS76583,UK,54.3512,3.41697,Maarten Koornneef,Salk
7316,Rhen_1,CS78916,NED,51.9667,5.56667,Maarten Koornneef,Salk
7319,Rome_1,CS76590,ITA,42,12.1,Maarten Koornneef,Salk
7320,Rou_0,CS76591,FRA,49.4424,1.09849,Albert Kranz,Salk
7322,Rsch_4,CS77222,RUS,56.3,34,Albert Kranz,Mott
7323,Rubezhnoe_1,CS76594,UKR,49,38.28,Igor Vizir,Salk
7327,Sf_1,CS77246,ESP,41.7833,3.03333,F. Laibach,Salk
7328,Sf_2,CS77247,ESP,41.7833,3.03333,Albert Kranz,Mott
7332,Seattle_0,CS76598,USA,47,122.2,Rick Amasino,Salk
7333,Sei_0,CS76599,ITA,46.5438,11.5614,Albert Kranz,Salk
7337,Si_0,CS76601,GER,50.8738,8.02341,Albert Kranz,Salk
7342,Su_0,CS76606,UK,53.6473,3.00733,Albert Kranz,Salk
7343,Sp_0,CS76603,GER,52.5339,13.181,Albert Kranz,Salk
7344,Sg_1,CS76600,GER,47.6667,9.5,Albert Kranz,Salk
7346,Sten_0,CS77277,GER,52.6058,11.8558,Albert Kranz,Monsanto
7347,Stw_0,CS76605,RUS,52,36,Albert Kranz,Salk
7349,Ta_0,CS76608,CZE,49.5,14.5,Albert Kranz,Salk
7350,Tac_0,CS76609,USA,47.2413,122.459,Thomas Mitchell-Olds,Salk
7353,Tha_1,CS76611,NED,52.08,4.3,Maarten Koornneef,Salk
7354,Ting_1,CS76612,SWE,56.5,14.9,Maarten Koornneef,Salk
7356,Tol_0,CS76614,USA,41.6639,83.5553,Scott Leisner,"Salk,MPI"
7358,Tol_2,CS79019,USA,41.6639,83.5553,Scott Leisner,MPI
7359,Tol_3,CS79020,USA,41.6639,83.5553,Scott Leisner,MPI
7372,Tscha_1,CS76616,AUT,47.0748,9.9042,Maarten Koornneef,Salk
7373,Tsu_0,CS77389,JPN,34.43,136.31,Albert Kranz,Mott
7377,Tul_0,CS76618,USA,43.2708,85.2563,Albert Kranz,Salk
7378,Uk_1,CS76620,GER,48.0333,7.7667,Albert Kranz,Salk
7382,Utrecht,CS76622,NED,52.0918,5.1145,Viola Willemsen,Salk
7383,Van_0,CS76623,CAN,49.2655,123.206,Albert Kranz,Salk
7384,Ven_1,CS76624,NED,52.0333,5.55,Maarten Koornneef,Salk
7387,Vind_1,CS76625,UK,54.9902,2.3671,Maarten Koornneef,Salk
7394,Wa_1,CS76626,POL,52.3,21,Albert Kranz,Salk
7396,Ws_0.2,CS78857,RUS,52.3,30,Albert Kranz,Mott
7404,Wc_1,CS76627,GER,52.6,10.0667,Albert Kranz,Salk
7411,Wl_0,CS76630,GER,47.9299,10.8134,Albert Kranz,Salk
7413,Wil_2,CS78856,LTU,54.6833,25.3167,Albert Kranz,Mott
7415,Wu_0,CS78858,GER,49.7878,9.9361,Albert Kranz,Mott
7416,Yo_0,CS76633,USA,37.45,119.35,Albert Kranz,Salk
7417,Zu_0,CS78880,SUI,47.3667,8.55,Albert Kranz,Mott
7418,Zu_1,CS78881,SUI,47.3667,8.55,Albert Kranz,Monsanto
7419,Db_1,CS76471,GER,50.3058,8.32213,Albert Kranz,Salk
7424,Jl_3,CS76519,CZE,49.2,16.6166,Albert Kranz,Salk
7427,Ko_2,CS76531,DEN,,,Albert Kranz,Salk
7430,Nc_1,CS76559,FRA,48.6167,6.25,Albert Kranz,Salk
7460,Da(1)_12,CS76470,CZE,,,Igor Vizir,Salk
7461,H55,CS76897,CZE,49,15,Igor Vizir,Salk
7471,RLD_1,CS76588,UNK,,,Maarten Koornneef,Salk
7475,KEN,CS79021,USA,41.767,72.677,Massimo Pigliucci,MPI
7477,WAR,CS78853,USA,41.7302,71.2825,Massimo Pigliucci,Monsanto
7514,RRS_7,CS76593,USA,41.5609,86.4251,Joy Bergelson,Salk
7515,RRS_10,CS76592,USA,41.5609,86.4251,Joy Bergelson,"MPI,Salk"
7516,Vår2_1,CS78830,SWE,55.58,14.334,Magnus Nordborg,GMI
7517,Vår2_6,CS78831,SWE,55.58,14.334,Magnus Nordborg,GMI
7520,Lp2_2,CS76546,CZE,49.38,16.81,Ivo Cetl,Salk
7521,Lp2_6,CS77052,CZE,49.38,16.81,Ivo Cetl,Salk
7523,Pna_17,CS76575,USA,42.0945,86.3253,Joy Bergelson,Salk
7525,Rmx_A180,CS77218,USA,42.036,86.511,Joy Bergelson,Salk
7529,627RMX_1MN4,CS79022,USA,42.0333,86.5128,Justin Borevitz,MPI
7530,627RMX_1MN5,CS79023,USA,42.0333,86.5128,Justin Borevitz,MPI
7566,627ME_13Y1,CS78367,USA,42.093,86.359,Justin Borevitz,MPI
7568,627ME_1MI1,CS79024,USA,42.093,86.359,Justin Borevitz,MPI
7717,KNO1.37,CS76972,USA,41.273,86.625,Megan Dunning,Monsanto
7757,KNO2.41,CS79025,USA,41.273,86.625,Megan Dunning,MPI
7767,KNO2.54,CS79026,USA,41.273,86.625,Megan Dunning,MPI
7917,PNA3.10,CS77183,USA,42.0945,86.3253,Megan Dunning,Monsanto
7947,PNA3.40,CS77184,USA,42.0945,86.3253,Megan Dunning,Monsanto
8037,PT1.52,CS79027,USA,41.3423,86.7368,Megan Dunning,MPI
8057,PT1.85,CS79028,USA,41.3423,86.7368,Megan Dunning,MPI
8077,PT2.21,CS77191,USA,41.3423,86.7368,Megan Dunning,Monsanto
8132,RMX3.22,CS77219,USA,42.036,86.511,Megan Dunning,Monsanto
8171,RMX4.118,CS79029,USA,42.036,86.511,Megan Dunning,MPI
8214,Gy_0,CS78901,FRA,49,2,Albert Kranz,Salk
8222,Lis_2,CS77043,SWE,56.0328,14.775,Magnus Nordborg,GMI
8227,THÖ_03,CS77367,SWE,62.7989,17.9103,Mattias Jakobsson,GMI
8230,Algutsrum,CS76657,SWE,56.68,16.5,Magnus Nordborg,GMI
8231,Brö1_6,CS76726,SWE,56.3,16,Magnus Nordborg,GMI
8233,Dem_4,CS76794,USA,41.1876,87.1923,Joy Bergelson,Salk
8234,Gul1_2,CS76896,SWE,56.4606,15.8127,Magnus Nordborg,"GMI,Salk"
8235,Hod,CS76924,CZE,48.8,17.1,Jirina Relichov,Salk
8236,HSm,CS76941,CZE,49.33,15.76,Jirina Relichov,Salk
8237,Kävlinge_1,CS76964,SWE,55.8,13.1,Torbjorn Sall,GMI
8238,Kent,CS76967,UK,51.15,0.4,Magnus Nordborg,Salk
8239,PHW_3,CS76976,GER,51,7,Paul Williams,Salk
8240,Kulturen_1,CS76987,SWE,55.705,13.196,Torbjorn Sall,GMI
8241,Liarum,CS77038,SWE,55.9473,13.821,Torbjorn Sall,GMI
8242,Lillö_1,CS77039,SWE,56.1494,15.7884,Magnus Nordborg,GMI
8243,PHW_2,CS77173,ITA,43.7703,11.2547,Paul Williams,Salk
8244,PHW_34,CS77174,FRA,48.6103,2.3086,Paul Williams,Salk
8246,NC_6,CS77124,USA,35,79.18,Joy Bergelson,Salk
8247,San_2,CS77233,SWE,56.07,13.74,Magnus Nordborg,GMI
8249,Vimmerby,CS78845,SWE,57.7,15.8,Magnus Nordborg,GMI
8256,Bå1_2,CS76676,SWE,56.4,12.9,Magnus Nordborg,GMI
8258,Bå4_1,CS76677,SWE,56.4,12.9,Magnus Nordborg,GMI
8259,Bå5_1,CS76678,SWE,56.4,12.9,Magnus Nordborg,GMI
8264,Bla_1,CS76451,ESP,41.6833,2.8,Albert Kranz,Salk
8283,Dra3_1,CS76811,SWE,55.76,14.12,Magnus Nordborg,GMI
8284,DraII_1,CS76813,CZE,49.4112,16.2815,Jirina Relichov,Salk
8285,DraIII_1,CS76815,CZE,49.4112,16.2815,Jirina Relichov,Salk
8290,En_1,CS76841,GER,50,8.5,Albert Kranz,Salk
8297,Ge_0,CS76875,SUI,46.5,6.08,Albert Kranz,Salk
8306,Hov4_1,CS76936,SWE,56.1,13.74,Magnus Nordborg,GMI
8307,Hovdala_6,CS76938,SWE,56.1,13.74,Torbjorn Sall,GMI
8311,In_0,CS78903,AUT,47.5,11.5,Albert Kranz,Salk
8312,Is_0,CS78904,GER,50.5,7.5,Albert Kranz,"MPI,Salk"
8326,Lis_1,CS77042,SWE,56.0328,14.775,Magnus Nordborg,GMI
8334,Lu_1,CS77056,SWE,55.71,13.2,Albert Kranz,GMI
8335,Lund,CS77060,SWE,55.71,13.2,Magnus Nordborg,GMI
8337,Mir_0,CS76551,ITA,44,12.37,Albert Kranz,Salk
8343,Na_1,CS76558,FRA,47.5,1.5,Albert Kranz,Salk
8351,Ost_0,CS77154,SWE,60.25,18.37,Albert Kranz,GMI
8354,Per_1,CS76571,RUS,58,56.3167,Albert Kranz,Salk
8357,Pla_0,CS76573,ESP,41.5,2.25,Albert Kranz,Salk
8365,Rak_2,CS77201,CZE,49,16,Albert Kranz,Salk
8366,Rd_0,CS76584,GER,50.5,8.5,Albert Kranz,Salk
8369,Rev_1,CS77214,SWE,55.6942,13.4504,Magnus Nordborg,GMI
8376,Sanna_2,CS77234,SWE,62.69,18,Magnus Nordborg,GMI
8386,Sr:5,CS77268,SWE,58.9,11.2,Ivo Cetl,GMI
8387,St_0,CS77270,SWE,59,18,Albert Kranz,GMI
8419,Wil_1,CS78855,LTU,54.6833,25.3167,Albert Kranz,Salk
8420,Kelsterbach_4,CS76525,GER,50.0667,8.5333,Paul Williams,Salk
8422,Fjä1_1,CS76859,SWE,56.06,14.29,Magnus Nordborg,GMI
8424,Kas_2,CS78905,IND,35,77,Shauna Somerville,Salk
8426,Ull1_1,CS78816,SWE,56.06,13.97,Magnus Nordborg,GMI
8427,Ull2_13,CS78552,SWE,56.0648,13.9707,Magnus Nordborg,GMI
8464,LP3413.31,CS79030,USA,41.6862,86.8513,Justin Borevitz,MPI
8483,LP3413.53,CS79031,USA,41.6862,86.8513,Justin Borevitz,MPI
8699,328PNA062,CS79032,USA,42.0945,86.3253,Justin Borevitz,MPI
8723,11PNA1.14,CS79033,USA,42.0945,86.3253,Justin Borevitz,MPI
9027,RMX413.85,CS79034,USA,42.036,86.511,Justin Borevitz,MPI
9057,Vinslöv,CS78847,SWE,56.1,13.9167,Torbjorn Sall,GMI
9058,Västervik,CS78834,SWE,57.75,16.6333,Magnus Nordborg,GMI
9067,Xan_3,CS78860,AZE,38.6536,48.7992,James Beck,Monsanto
9069,Xan_5,CS78861,AZE,38.6536,48.7992,James Beck,Monsanto
9070,Xan_6,CS78862,AZE,38.6536,48.7992,James Beck,Monsanto
9075,Lerik1_4,CS77023,AZE,38.7406,48.6131,James Beck,Monsanto
9078,Lerik1_7,CS77024,AZE,38.7406,48.6131,James Beck,Monsanto
9079,Lerik2_1,CS77025,AZE,38.7833,48.5517,James Beck,Monsanto
9081,Lerik2_3,CS77026,AZE,38.7833,48.5517,James Beck,Monsanto
9084,Lerik2_6,CS77028,AZE,38.7833,48.5517,James Beck,Monsanto
9085,Lerik2_7,CS77029,AZE,38.7833,48.5517,James Beck,Monsanto
9089,Nar_3,CS77119,AZE,38.9522,48.925,James Beck,Monsanto
9091,Nar_5,CS77121,AZE,38.9522,48.925,James Beck,Monsanto
9095,Istisu_5,CS76950,AZE,38.9786,48.5594,James Beck,Monsanto
9099,Istisu_9,CS76953,AZE,38.9786,48.5594,James Beck,Monsanto
9100,Lag1_2,CS76998,GEO,41.8296,46.2831,James Beck,Monsanto
9102,Lag1_4,CS76999,GEO,41.8296,46.2831,James Beck,Monsanto
9103,Lag1_5,CS77000,GEO,41.8296,46.2831,James Beck,Monsanto
9104,Lag1_6,CS77001,GEO,41.8296,46.2831,James Beck,Monsanto
9105,Lag1_7,CS77002,GEO,41.8296,46.2831,James Beck,Monsanto
9106,Lag1_8,CS77003,GEO,41.8296,46.2831,James Beck,Monsanto
9111,Lag2_4,CS77005,GEO,41.8296,46.2831,James Beck,Monsanto
9113,Lag2_6,CS77006,GEO,41.8296,46.2831,James Beck,Monsanto
9114,Lag2_7,CS77007,GEO,41.8296,46.2831,James Beck,Monsanto
9115,Lag2_10,CS77004,GEO,41.8296,46.2831,James Beck,Monsanto
9121,Bak_5,CS76685,GEO,41.7942,43.4767,James Beck,Monsanto
9125,Geg_14,CS76876,ARM,40.1408,44.8203,James Beck,Monsanto
9128,Yeg_2,CS78864,ARM,39.8692,45.3622,James Beck,Monsanto
9130,Yeg_4,CS78865,ARM,39.8692,45.3622,James Beck,Monsanto
9131,Yeg_5,CS78866,ARM,39.8692,45.3622,James Beck,Monsanto
9133,Yeg_7,CS78867,ARM,39.8692,45.3622,James Beck,Monsanto
9134,Yeg_8,CS78868,ARM,39.8692,45.3622,James Beck,Monsanto
9298,Edi_1,CS76832,UK,55.9681,3.21833,James Beck,Monsanto
9312,Ullapool_8,CS78821,UK,57.9,5.1525,James Beck,Monsanto
9314,Gol_2,CS76883,UK,57.9672,3.96722,James Beck,Monsanto
9321,Ådal_1,CS76643,SWE,62.8622,18.336,Alison Anastasio,GMI
9323,Ådal_3,CS76644,SWE,62.8622,18.336,Alison Anastasio,GMI
9332,Bar_1,CS76688,SWE,62.8698,18.381,Alison Anastasio,GMI
9336,Bön_1,CS76715,SWE,62.8794,18.4473,Alison Anastasio,GMI
9339,Böt_1,CS76720,SWE,57.7133,15.0689,Alison Anastasio,GMI
9343,Dju_1,CS78896,SWE,57.3089,18.1512,Alison Anastasio,GMI
9352,Död_2,CS76797,SWE,57.2608,16.3675,Alison Anastasio,GMI
9353,Död_3,CS76798,SWE,57.2608,16.3675,Alison Anastasio,GMI
9363,EdJ_2,CS76833,SWE,62.9147,18.4045,Alison Anastasio,GMI
9369,EkS_2,CS76837,SWE,57.6781,14.9986,Alison Anastasio,GMI
9370,EkS_3,CS79035,SWE,57.6781,14.9986,Alison Anastasio,GMI
9371,FäL_1,CS76852,SWE,63.016,18.3175,Alison Anastasio,GMI
9380,FlyA_3,CS76865,SWE,55.7488,13.3742,Alison Anastasio,GMI
9381,Fri_1,CS76868,SWE,55.8106,14.2091,Alison Anastasio,GMI
9382,Fri_2,CS76869,SWE,55.8106,14.2091,Alison Anastasio,GMI
9383,Fri_3,CS76870,SWE,55.8106,14.2091,Alison Anastasio,GMI
9386,Grön_12,CS76891,SWE,62.806,18.1896,Alison Anastasio,GMI
9388,Grön_14,CS76892,SWE,62.806,18.1896,Alison Anastasio,GMI
9390,Hadd_1,CS78659,SWE,57.3263,15.8979,Alison Anastasio,GMI
9391,Hadd_2,CS76905,SWE,57.3263,15.8979,Alison Anastasio,GMI
9392,Hadd_3,CS76906,SWE,57.3263,15.8979,Alison Anastasio,GMI
9394,Hag_2,CS76907,SWE,56.5804,16.4063,Alison Anastasio,GMI
9395,Hal_1,CS76908,SWE,57.5089,15.0105,Alison Anastasio,GMI
9399,Hamm_1,CS76910,SWE,55.4234,13.9905,Alison Anastasio,GMI
9402,Hel_3,CS76918,SWE,57.8765,14.8549,Alison Anastasio,GMI
9404,HolA_1_1,CS76926,SWE,55.7491,13.399,Alison Anastasio,GMI
9405,HolA_1_2,CS76927,SWE,55.7491,13.399,Alison Anastasio,GMI
9407,HolA_2_2,CS76928,SWE,55.7491,13.399,Alison Anastasio,GMI
9408,Kal_1,CS76959,SWE,56.047,13.9519,Alison Anastasio,GMI
9409,Kia_1,CS76968,SWE,56.0573,14.302,Alison Anastasio,GMI
9412,Kor_3,CS76981,SWE,57.2746,16.1494,Alison Anastasio,GMI
9413,Kor_4,CS76982,SWE,57.2746,16.1494,Alison Anastasio,GMI
9416,Kru_3,CS76986,SWE,57.7215,18.3837,Alison Anastasio,GMI
9421,Lan_1,CS77009,SWE,55.9745,14.3997,Alison Anastasio,GMI
9427,Näs_2,CS77122,SWE,62.8815,18.4055,Alison Anastasio,GMI
9433,Nyl_13,CS77135,SWE,62.9513,18.2763,Alison Anastasio,GMI
9436,Puk_1,CS77194,SWE,56.1633,14.6806,Alison Anastasio,GMI
9437,Puk_2,CS77195,SWE,56.1633,14.6806,Alison Anastasio,GMI
9442,Sim_1,CS77250,SWE,55.5678,14.3398,Alison Anastasio,GMI
9450,Spro_1,CS77263,SWE,57.2545,18.2109,Alison Anastasio,GMI
9451,Spro_2,CS77264,SWE,57.2545,18.2109,Alison Anastasio,GMI
9452,Spro_3,CS77265,SWE,57.2545,18.2109,Alison Anastasio,GMI
9453,Stenk_2,CS77274,SWE,57.8009,18.5162,Alison Anastasio,GMI
9454,Stenk_3,CS77275,SWE,57.8009,18.5162,Alison Anastasio,GMI
9455,Stenk_4,CS77276,SWE,57.8009,18.5162,Alison Anastasio,GMI
9470,Tur_4,CS77399,SWE,57.6511,14.8043,Alison Anastasio,GMI
9471,Ull_A_1,CS78820,SWE,56.0648,13.9707,Alison Anastasio,GMI
9476,VårA_1,CS78832,SWE,55.5796,14.3336,Alison Anastasio,GMI
9481,Yst_1,CS78869,SWE,55.4242,13.8484,Alison Anastasio,GMI
9503,11C1,CS76640,UK,55.8877,3.21072,Andrew Hudson,Monsanto
9506,IP_Alo_0,CS76662,POR,40.11,7.47,Carlos Alonso-Blanco,Monsanto
9507,IP_Coa_0,CS76775,POR,38.45,7.5,Carlos Alonso-Blanco,Monsanto
9508,IP_Mos_1,CS77108,POR,40.04,7.11,Carlos Alonso-Blanco,Monsanto
9509,IP_Reg_0,CS77207,POR,39.29,7.4,Carlos Alonso-Blanco,Monsanto
9510,IP_Rei_0,CS77208,POR,38.75,7.59,Carlos Alonso-Blanco,Monsanto
9511,IP_Vav_0,CS78835,POR,38.53,8.02,Carlos Alonso-Blanco,Monsanto
9512,IP_Vid_1,CS78842,POR,38.22,7.84,Carlos Alonso-Blanco,Monsanto
9513,IP_Adc_5,CS76646,ESP,38.77,4.07,Carlos Alonso-Blanco,Monsanto
9514,IP_Adm_0,CS76647,ESP,39.15,4.54,Carlos Alonso-Blanco,Monsanto
9515,IP_Ala_0,CS76650,ESP,39.72,6.89,Carlos Alonso-Blanco,Monsanto
9517,IP_All_0,CS76659,ESP,42.19,7.8,Carlos Alonso-Blanco,Monsanto
9518,IP_Alm_0,CS76660,ESP,39.88,0.36,Carlos Alonso-Blanco,Monsanto
9519,IP_Ang_0,CS78886,ESP,41.94,2.64,Xavier Picó,Monsanto
9520,IP_Ara_4,CS76670,ESP,41.7,3.68,Carlos Alonso-Blanco,Monsanto
9521,IP_Bar_1,CS76689,ESP,41.43,2.13,Xavier Picó,Monsanto
9522,IP_Bea_0,CS76695,ESP,36.52,5.27,Carlos Alonso-Blanco,Monsanto
9523,IP_Ben_0,CS76700,ESP,38.37,2.66,Carlos Alonso-Blanco,Monsanto
9524,IP_Ber_0,CS78887,ESP,42.52,0.56,Carlos Alonso-Blanco,Monsanto
9525,IP_Bis_0,CS76711,ESP,42.49,0.54,Xavier Picó,Monsanto
9526,IP_Cab_3,CS76738,ESP,41.54,2.39,Xavier Picó,Monsanto
9527,IP_Cad_0,CS76739,ESP,40.37,5.74,Carlos Alonso-Blanco,Monsanto
9528,IP_Cal_0,CS78890,ESP,40.94,1.37,Carlos Alonso-Blanco,Monsanto
9529,IP_Cap_1,CS76741,ESP,36.97,3.36,Carlos Alonso-Blanco,Monsanto
9530,IP_Car_1,CS76742,ESP,38.25,4.32,Carlos Alonso-Blanco,Monsanto
9531,IP_Cdc_3,CS76761,ESP,41.21,4.54,Carlos Alonso-Blanco,Monsanto
